4.0,0.0,0.25,0.0,0.0625,0.0,0.25,0.25,1.0,0.25,0.0,-7.119491212973893,-11.866001864334374
3.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,-5.542878551337131,-8.635009735278148
4.0,0.25,0.0,0.0,0.125,0.0,0.0,0.0,1.0,0.25,0.0,-6.765198684117235,-11.08249874971983
5.0,0.2,0.0,0.0,0.08,0.0,0.0,0.2,1.0,0.25,0.0,-11.086251673675209,-15.65160899709761
3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,-5.968723802276557,-9.1897087193677
4.0,0.25,0.0,0.0,0.0625,0.0,0.0,0.0,1.0,0.25,0.0,-7.751712516161191,-13.581680405959553
6.0,0.16666666666666666,0.0,0.0,0.027777777777777776,0.16666666666666666,0.0,0.0,1.0,0.25,0.0,-12.516263163638907,-21.385385760815584
7.0,0.14285714285714285,0.0,0.0,0.04081632653061224,0.14285714285714285,0.0,0.0,1.0,0.25,0.0,-14.605503298311172,-25.385385760815584
4.0,0.25,0.0,0.0,0.0625,0.0,0.0,0.0,1.0,0.25,0.0,-8.05796393694882,-14.72780844163779
3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,-8.58362101830969,-7.651608997097609
4.0,0.25,0.0,0.0,0.0625,0.0,0.0,0.25,1.0,0.25,0.0,-6.305630006634282,-11.65160899709761
4.0,0.25,0.0,0.0,0.0625,0.0,0.0,0.25,1.0,0.25,0.0,-6.611881427421913,-11.65160899709761
4.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,1.0,0.25,0.0,-10.605318850141993,-11.65160899709761
4.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.25,0.0,-7.511897164979758,-11.367215028072541
3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,-7.185681009637654,-8.888678723703718
4.0,0.25,0.0,0.0,0.0625,0.0,0.0,0.0,1.0,0.25,0.0,-8.968669723522288,-14.42677844597381
6.0,0.16666666666666666,0.0,0.0,0.027777777777777776,0.16666666666666666,0.0,0.0,1.0,0.25,0.0,-13.733220371000003,-21.084355765151603
7.0,0.14285714285714285,0.0,0.0,0.04081632653061224,0.14285714285714285,0.0,0.0,1.0,0.25,0.0,-15.822460505672268,-25.084355765151603
4.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.25,0.0,-8.983182477106201,-12.888678723703718
4.0,0.25,0.0,0.0,0.0625,0.0,0.0,0.0,1.0,0.25,0.0,-9.274921144309918,-14.42677844597381
4.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.25,0.0,-7.502885144460657,-12.070752588780687
3.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,1.0,0.05,0.0,-5.661813684888581,-6.338893243108433
3.0,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,1.0,0.05,0.0,-6.296015971427187,-6.966418476526606
4.0,0.25,0.0,0.0,0.0625,0.0,0.25,0.0,1.0,0.25,0.0,-8.551721446964367,-11.249245693693391
5.0,0.2,0.0,0.0,0.08,0.0,0.2,0.0,1.0,0.25,0.0,-10.64096158163663,-14.676755705664233
7.0,0.2857142857142857,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,1.0,0.05,0.0,-16.535199572658218,-23.63876600074221
8.0,0.25,0.0,0.0,0.046875,0.0,0.0,0.0,1.0,0.25,0.0,-18.318188286542853,-29.176865723012302
8.0,0.25,0.0,0.0,0.046875,0.0,0.0,0.0,1.0,0.25,0.0,-18.62443970733048,-29.176865723012302
8.0,0.25,0.0,0.0,0.03125,0.125,0.0,0.0,1.0,0.25,0.0,-16.85240370748122,-28.215278362663987
9.0,0.3333333333333333,0.0,0.0,0.024691358024691357,0.1111111111111111,0.0,0.0,1.0,0.25,0.0,-19.180415763916397,-30.867169460766583
10.0,0.3,0.0,0.0,0.03,0.1,0.0,0.0,1.0,0.25,0.0,-21.26965589858866,-34.86716946076658
4.0,0.0,0.25,0.0,0.125,0.0,0.25,0.0,1.0,0.25,0.0,-8.036454293977211,-12.0
5.0,0.2,0.0,0.0,0.12,0.0,0.0,0.0,1.0,0.25,0.0,-8.838401614151207,-14.626042749133585
6.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,1.0,0.25,0.0,-12.501441331039212,-20.164142471403675
7.0,0.2857142857142857,0.0,0.0,0.04081632653061224,0.14285714285714285,0.0,0.0,1.0,0.25,0.0,-13.363668808412758,-22.51500357384229
8.0,0.25,0.0,0.0,0.046875,0.125,0.0,0.0,1.0,0.25,0.0,-15.45290894308502,-26.51500357384229
6.0,0.16666666666666666,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,1.0,0.25,0.0,-10.92764174882347,-18.626042749133585
2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,-4.887189155959168,-4.0
3.0,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,1.0,0.25,0.0,-6.3050050815083445,-7.875341890588516
3.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.25,0.0,-6.274073557382416,-8.0
5.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,1.0,0.25,0.0,-10.679170686119505,-16.482808821115324
5.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,1.0,0.25,0.0,-12.248581820359014,-16.0
6.0,0.0,0.16666666666666666,0.0,0.027777777777777776,0.0,0.3333333333333333,0.0,1.0,0.25,0.0,-12.485233862469194,-21.17310945754824
6.0,0.16666666666666666,0.0,0.0,0.027777777777777776,0.16666666666666666,0.16666666666666666,0.0,1.0,0.25,0.0,-11.385421227208473,-18.685619728633235
7.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,1.0,0.25,0.0,-14.282838213490468,-23.803811256580893
8.0,0.25,0.0,0.0,0.015625,0.125,0.125,0.0,1.0,0.25,0.0,-16.37207834816273,-27.803811256580893
3.0,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,1.0,0.25,0.0,-6.3050050815083445,-7.875341890588516
4.0,0.25,0.0,0.0,0.125,0.0,0.0,0.0,1.0,0.25,0.0,-8.39424521618061,-11.875341890588517
5.0,0.2,0.0,0.0,0.08,0.0,0.0,0.0,1.0,0.25,0.0,-11.751033512280983,-17.383339611061704
5.0,0.2,0.0,0.0,0.04,0.0,0.2,0.0,1.0,0.25,0.0,-11.765546265864897,-15.845239888791612
5.0,0.2,0.0,0.0,0.04,0.2,0.0,0.0,1.0,0.25,0.0,-10.285248933219352,-15.661061521798025
